id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Epithelial|Epithelial	Myofibroblast_Mesothelium|Myofibroblast_Mesothelium	Myofibroblast_Mesothelium|Fibroblasts	Myofibroblast_Mesothelium|Pericytes	Myofibroblast_Mesothelium|Endothelial	Myofibroblast_Mesothelium|Immune	Fibroblasts|Myofibroblast_Mesothelium	Fibroblasts|Fibroblasts	Fibroblasts|Pericytes	Fibroblasts|Endothelial	Fibroblasts|Immune	Pericytes|Myofibroblast_Mesothelium	Pericytes|Fibroblasts	Pericytes|Pericytes	Pericytes|Endothelial	Pericytes|Immune	Endothelial|Myofibroblast_Mesothelium	Endothelial|Fibroblasts	Endothelial|Pericytes	Endothelial|Endothelial	Endothelial|Immune	Immune|Myofibroblast_Mesothelium	Immune|Fibroblasts	Immune|Pericytes	Immune|Endothelial	Immune|Immune	Muscle|Muscle	Muscle|Neural	Muscle|Fibroblasts	Muscle|Pericytes	Muscle|Endothelial	Muscle|Immune	Neural|Muscle	Neural|Neural	Neural|Fibroblasts	Neural|Pericytes	Neural|Endothelial	Neural|Immune	Fibroblasts|Muscle	Fibroblasts|Neural	Pericytes|Muscle	Pericytes|Neural	Endothelial|Muscle	Endothelial|Neural	Immune|Muscle	Immune|Neural
CPI-SS06B22F8E9	FGF23_FGFR3	simple:Q9GZV9	simple:P22607	FGF23	FGFR3	False	False	False	user_curated	False	0.264	0.037	0.034	0.038	0.047	0.025	0.037	0.034	0.038	0.046	0.025	0.0	0.0	0.0	0.0	0.0	0.036	0.033	0.038	0.046	0.025	0.0	0.0	0.0	0.0	0.0	0.04	0.02	0.037	0.041	0.049	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.017	0.0	0.0	0.037	0.017	0.0	0.0
CPI-SS0F5860436	DHH_PTCH1	simple:O43323	simple:Q13635	DHH	PTCH1	False	False	False	user_curated	False	0.026	0.0	0.0	0.0	0.0	0.0	0.345	0.159	0.075	0.067	0.033	0.0	0.0	0.0	0.0	0.0	0.351	0.165	0.08	0.073	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.061	0.0	0.0	0.067	0.066	0.0	0.0
CPI-SS0988182B5	IHH_PTCH1	simple:Q14623	simple:Q13635	IHH	PTCH1	False	False	False	user_curated	False	0.107	0.352	0.166	0.081	0.074	0.04	0.357	0.171	0.086	0.078	0.045	0.348	0.162	0.077	0.069	0.036	0.348	0.162	0.077	0.069	0.036	0.364	0.178	0.093	0.086	0.052	0.069	0.069	0.168	0.083	0.076	0.042	0.065	0.064	0.163	0.078	0.071	0.037	0.072	0.072	0.063	0.063	0.063	0.063	0.08	0.079
CPI-SS06EB91EE2	SHH_PTCH1	simple:Q15465	simple:Q13635	SHH	PTCH1	False	False	False	user_curated	False	0.042	0.0	0.0	0.0	0.0	0.0	0.346	0.16	0.076	0.068	0.034	0.346	0.16	0.075	0.068	0.034	0.347	0.16	0.076	0.068	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.062	0.062	0.061	0.062	0.062	0.0	0.0
CPI-SS06AAF408A	DHH_PTCH2	simple:O43323	simple:Q9Y6C5	DHH	PTCH2	False	False	False	user_curated	False	0.017	0.0	0.0	0.0	0.0	0.0	0.058	0.042	0.031	0.015	0.012	0.0	0.0	0.0	0.0	0.0	0.064	0.048	0.037	0.021	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.011	0.0	0.0	0.023	0.016	0.0	0.0
CPI-SS0A38C4550	IHH_PTCH2	simple:Q14623	simple:Q9Y6C5	IHH	PTCH2	False	False	False	user_curated	False	0.098	0.065	0.049	0.038	0.021	0.019	0.07	0.054	0.043	0.026	0.024	0.061	0.045	0.033	0.017	0.014	0.061	0.045	0.033	0.017	0.014	0.077	0.061	0.05	0.033	0.031	0.026	0.019	0.051	0.04	0.023	0.021	0.021	0.014	0.046	0.035	0.018	0.016	0.029	0.022	0.019	0.013	0.019	0.013	0.036	0.029
CPI-SS0763C3EE5	SHH_PTCH2	simple:Q15465	simple:Q9Y6C5	SHH	PTCH2	False	False	False	user_curated	False	0.033	0.0	0.0	0.0	0.0	0.0	0.059	0.043	0.032	0.016	0.013	0.059	0.043	0.032	0.015	0.013	0.06	0.043	0.032	0.016	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.012	0.018	0.011	0.018	0.012	0.0	0.0
CPI-SS02EF3E1BA	TNFSF12_TNFRSF12A	simple:O43508	simple:Q9NP84	TNFSF12	TNFRSF12A	False	False	False	user_curated	False	0.334	0.159	0.171	0.165	0.16	0.118	0.141	0.153	0.147	0.142	0.1	0.157	0.169	0.163	0.158	0.116	0.168	0.18	0.174	0.168	0.127	0.101	0.113	0.107	0.101	0.059	0.249	0.23	0.159	0.153	0.147	0.106	0.241	0.222	0.151	0.145	0.14	0.098	0.244	0.225	0.259	0.24	0.27	0.251	0.203	0.184
CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	TNFSF14	LTBR	False	False	False	user_curated	False	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.227	0.211	0.247	0.274	0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.256	0.141
CPI-SC059B9E436	GDF9_P36896_Q13873	simple:O60383	complex:P36896_Q13873	GDF9		False	False	False	user_curated	False	0.047	0.042	0.049	0.063	0.059	0.008	0.043	0.05	0.063	0.06	0.008	0.051	0.058	0.071	0.068	0.016	0.058	0.065	0.078	0.075	0.023	0.044	0.051	0.064	0.061	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.04	0.026	0.049	0.033	0.056	0.019	0.042
CPI-SS0247B3C14	TNFSF13B_TNFRSF13C	simple:Q9Y275	simple:Q96RJ3	TNFSF13B	TNFRSF13C	False	False	False	user_curated	False	0.004	0.003	0.006	0.006	0.006	0.044	0.003	0.006	0.006	0.006	0.044	0.004	0.007	0.007	0.007	0.045	0.005	0.008	0.008	0.008	0.046	0.039	0.042	0.042	0.042	0.08	0.0	0.006	0.008	0.008	0.008	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.005	0.0	0.007	0.0	0.04
CPI-SS0B0CF0EDF	TNFSF15_TNFRSF25	simple:O95150	simple:Q93038	TNFSF15	TNFRSF25	False	False	False	user_curated	False	0.116	0.029	0.031	0.022	0.175	0.053	0.025	0.027	0.018	0.171	0.05	0.047	0.049	0.039	0.193	0.071	0.031	0.033	0.024	0.177	0.055	0.024	0.025	0.016	0.169	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.043	0.023	0.013	0.167	0.045	0.019	0.047	0.04	0.069	0.025	0.053	0.017	0.045
CPI-SC0AC81463A	ANGPTL1_P56199_P05556	simple:O95841	complex:P56199_P05556	ANGPTL1		False	False	False	user_curated	False	0.032	0.137	0.049	0.367	0.137	0.038	0.164	0.077	0.395	0.164	0.065	0.139	0.052	0.37	0.139	0.041	0.134	0.046	0.364	0.134	0.035	0.0	0.0	0.0	0.0	0.0	0.243	0.241	0.063	0.381	0.151	0.052	0.231	0.229	0.052	0.369	0.139	0.04	0.256	0.254	0.231	0.23	0.225	0.224	0.0	0.0
CPI-SC00A3D7B85	BMP2_P36894_P27037	simple:P12643	complex:P36894_P27037	BMP2		False	False	False	user_curated	False	0.329	0.152	0.152	0.156	0.144	0.0	0.068	0.068	0.071	0.06	0.0	0.119	0.119	0.122	0.111	0.0	0.161	0.161	0.165	0.153	0.0	0.054	0.054	0.058	0.046	0.0	0.076	0.095	0.082	0.085	0.074	0.0	0.043	0.063	0.05	0.053	0.042	0.0	0.062	0.081	0.112	0.131	0.155	0.174	0.048	0.067
CPI-SC04E32E133	BMP4_P36894_P27037	simple:P12644	complex:P36894_P27037	BMP4		False	False	False	user_curated	False	0.055	0.367	0.367	0.37	0.359	0.0	0.135	0.135	0.139	0.127	0.0	0.079	0.079	0.082	0.07	0.0	0.05	0.05	0.054	0.042	0.0	0.053	0.053	0.056	0.045	0.0	0.043	0.062	0.05	0.053	0.041	0.0	0.025	0.044	0.031	0.035	0.023	0.0	0.129	0.148	0.072	0.091	0.044	0.063	0.047	0.066
CPI-SC0A4764C3E	BMP7_P36894_P27037	simple:P18075	complex:P36894_P27037	BMP7		False	False	False	user_curated	False	0.036	0.034	0.034	0.037	0.026	0.0	0.032	0.032	0.036	0.024	0.0	0.018	0.018	0.021	0.01	0.0	0.022	0.022	0.026	0.014	0.0	0.033	0.033	0.037	0.025	0.0	0.018	0.038	0.025	0.028	0.017	0.0	0.029	0.048	0.036	0.039	0.027	0.0	0.026	0.045	0.012	0.031	0.016	0.035	0.027	0.046
CPI-SC09274D302	BMP5_P36894_P27037	simple:P22003	complex:P36894_P27037	BMP5		False	False	False	user_curated	False	0.021	0.22	0.22	0.223	0.212	0.0	0.039	0.039	0.042	0.03	0.0	0.101	0.101	0.104	0.093	0.0	0.03	0.03	0.033	0.021	0.0	0.025	0.025	0.028	0.017	0.0	0.019	0.038	0.025	0.028	0.017	0.0	0.012	0.031	0.019	0.022	0.01	0.0	0.032	0.051	0.094	0.113	0.023	0.042	0.018	0.037
CPI-SC0973C5E87	BMP6_P36894_P27037	simple:P22004	complex:P36894_P27037	BMP6		False	False	False	user_curated	False	0.015	0.0	0.0	0.0	0.0	0.0	0.017	0.017	0.02	0.009	0.0	0.017	0.017	0.02	0.009	0.0	0.017	0.017	0.021	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.028	0.015	0.019	0.007	0.0	0.011	0.03	0.01	0.03	0.011	0.03	0.0	0.0
CPI-SC00E673985	BMP8B_P36894_P27037	simple:P34820	complex:P36894_P27037	BMP8B		False	False	False	user_curated	False	0.024	0.018	0.018	0.022	0.01	0.0	0.018	0.018	0.021	0.01	0.0	0.019	0.019	0.023	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.018	0.021	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.075	0.062	0.066	0.054	0.0	0.011	0.03	0.013	0.032	0.0	0.0	0.011	0.031
CPI-SC020222AEA	GDF6_P36894_P27037	simple:Q6KF10	complex:P36894_P27037	GDF6		False	False	False	user_curated	False	0.014	0.018	0.018	0.022	0.01	0.0	0.039	0.039	0.043	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.017	0.021	0.009	0.0	0.019	0.019	0.022	0.011	0.0	0.013	0.032	0.019	0.022	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.052	0.0	0.0	0.011	0.03	0.012	0.031
CPI-SC0C966149F	BMP2_P36894_Q13705	simple:P12643	complex:P36894_Q13705	BMP2		False	False	False	user_curated	False	0.329	0.161	0.15	0.162	0.144	0.0	0.077	0.066	0.078	0.06	0.0	0.127	0.117	0.129	0.111	0.0	0.17	0.159	0.171	0.153	0.0	0.063	0.052	0.064	0.046	0.0	0.072	0.105	0.08	0.092	0.074	0.0	0.039	0.072	0.048	0.06	0.042	0.0	0.058	0.09	0.108	0.141	0.151	0.184	0.044	0.077
CPI-SC023F34EB8	BMP4_P36894_Q13705	simple:P12644	complex:P36894_Q13705	BMP4		False	False	False	user_curated	False	0.055	0.376	0.365	0.377	0.359	0.0	0.144	0.133	0.145	0.127	0.0	0.087	0.077	0.088	0.07	0.0	0.059	0.048	0.06	0.042	0.0	0.062	0.051	0.063	0.045	0.0	0.039	0.072	0.048	0.06	0.041	0.0	0.021	0.054	0.029	0.041	0.023	0.0	0.125	0.158	0.068	0.101	0.04	0.073	0.043	0.076
CPI-SC0F4AF00A6	BMP7_P36894_Q13705	simple:P18075	complex:P36894_Q13705	BMP7		False	False	False	user_curated	False	0.036	0.043	0.032	0.044	0.026	0.0	0.041	0.03	0.042	0.024	0.0	0.027	0.016	0.028	0.01	0.0	0.031	0.02	0.032	0.014	0.0	0.042	0.031	0.043	0.025	0.0	0.015	0.047	0.023	0.035	0.017	0.0	0.025	0.058	0.034	0.045	0.027	0.0	0.022	0.055	0.008	0.041	0.012	0.045	0.023	0.056
CPI-SC041F09999	BMP5_P36894_Q13705	simple:P22003	complex:P36894_Q13705	BMP5		False	False	False	user_curated	False	0.021	0.229	0.218	0.23	0.212	0.0	0.047	0.037	0.049	0.03	0.0	0.109	0.099	0.111	0.093	0.0	0.038	0.028	0.039	0.021	0.0	0.033	0.023	0.035	0.017	0.0	0.015	0.048	0.023	0.035	0.017	0.0	0.008	0.041	0.016	0.028	0.01	0.0	0.028	0.061	0.09	0.123	0.019	0.052	0.014	0.047
CPI-SC054081D62	BMP6_P36894_Q13705	simple:P22004	complex:P36894_Q13705	BMP6		False	False	False	user_curated	False	0.015	0.0	0.0	0.0	0.0	0.0	0.026	0.015	0.027	0.009	0.0	0.026	0.015	0.027	0.009	0.0	0.026	0.015	0.027	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.038	0.013	0.025	0.007	0.0	0.007	0.04	0.007	0.039	0.007	0.04	0.0	0.0
CPI-SC00536C03B	BMP8B_P36894_Q13705	simple:P34820	complex:P36894_Q13705	BMP8B		False	False	False	user_curated	False	0.024	0.027	0.016	0.028	0.01	0.0	0.026	0.016	0.028	0.01	0.0	0.028	0.017	0.029	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.016	0.028	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.085	0.06	0.072	0.054	0.0	0.007	0.04	0.009	0.042	0.0	0.0	0.008	0.04
CPI-SC03B881D69	GDF6_P36894_Q13705	simple:Q6KF10	complex:P36894_Q13705	GDF6		False	False	False	user_curated	False	0.014	0.027	0.016	0.028	0.01	0.0	0.048	0.037	0.049	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.015	0.027	0.009	0.0	0.027	0.017	0.029	0.011	0.0	0.009	0.042	0.017	0.029	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.062	0.0	0.0	0.007	0.04	0.008	0.041
CPI-SC06DC452F4	BMP2_P36894_Q13873	simple:P12643	complex:P36894_Q13873	BMP2		False	False	False	user_curated	False	0.329	0.197	0.179	0.186	0.144	0.0	0.112	0.094	0.102	0.06	0.0	0.163	0.145	0.153	0.111	0.0	0.206	0.188	0.195	0.153	0.0	0.099	0.081	0.088	0.046	0.0	0.12	0.105	0.108	0.116	0.074	0.0	0.087	0.072	0.076	0.084	0.042	0.0	0.106	0.09	0.156	0.141	0.199	0.184	0.092	0.077
CPI-SC06E958100	BMP4_P36894_Q13873	simple:P12644	complex:P36894_Q13873	BMP4		False	False	False	user_curated	False	0.055	0.412	0.393	0.401	0.359	0.0	0.18	0.162	0.169	0.127	0.0	0.123	0.105	0.113	0.07	0.0	0.095	0.077	0.084	0.042	0.0	0.098	0.08	0.087	0.045	0.0	0.087	0.072	0.076	0.084	0.041	0.0	0.069	0.054	0.058	0.065	0.023	0.0	0.173	0.158	0.116	0.101	0.088	0.073	0.091	0.076
CPI-SC0C72C9A68	BMP7_P36894_Q13873	simple:P18075	complex:P36894_Q13873	BMP7		False	False	False	user_curated	False	0.036	0.078	0.06	0.068	0.026	0.0	0.077	0.059	0.066	0.024	0.0	0.063	0.044	0.052	0.01	0.0	0.067	0.049	0.056	0.014	0.0	0.078	0.06	0.067	0.025	0.0	0.063	0.047	0.051	0.059	0.017	0.0	0.073	0.058	0.062	0.07	0.027	0.0	0.07	0.055	0.056	0.041	0.06	0.045	0.071	0.056
CPI-SC03B649AD6	BMP5_P36894_Q13873	simple:P22003	complex:P36894_Q13873	BMP5		False	False	False	user_curated	False	0.021	0.265	0.246	0.254	0.212	0.0	0.083	0.065	0.073	0.03	0.0	0.145	0.127	0.135	0.093	0.0	0.074	0.056	0.064	0.021	0.0	0.069	0.051	0.059	0.017	0.0	0.063	0.048	0.051	0.059	0.017	0.0	0.056	0.041	0.045	0.052	0.01	0.0	0.076	0.061	0.138	0.123	0.067	0.052	0.062	0.047
CPI-SC0BC00868E	BMP6_P36894_Q13873	simple:P22004	complex:P36894_Q13873	BMP6		False	False	False	user_curated	False	0.015	0.0	0.0	0.0	0.0	0.0	0.062	0.043	0.051	0.009	0.0	0.061	0.043	0.051	0.009	0.0	0.062	0.044	0.051	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.038	0.042	0.049	0.007	0.0	0.055	0.04	0.055	0.039	0.055	0.04	0.0	0.0
CPI-SC06411C510	BMP8B_P36894_Q13873	simple:P34820	complex:P36894_Q13873	BMP8B		False	False	False	user_curated	False	0.024	0.063	0.045	0.052	0.01	0.0	0.062	0.044	0.052	0.01	0.0	0.064	0.046	0.053	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.044	0.052	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.085	0.089	0.096	0.054	0.0	0.055	0.04	0.057	0.042	0.0	0.0	0.056	0.04
CPI-SC0BD2322CB	GDF6_P36894_Q13873	simple:Q6KF10	complex:P36894_Q13873	GDF6		False	False	False	user_curated	False	0.014	0.063	0.045	0.052	0.01	0.0	0.084	0.066	0.073	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.044	0.051	0.009	0.0	0.063	0.045	0.053	0.011	0.0	0.057	0.042	0.045	0.053	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.062	0.0	0.0	0.055	0.04	0.056	0.041
CPI-SC0A4D03098	BMP7_Q04771_P27037	simple:P18075	complex:Q04771_P27037	BMP7		False	False	False	user_curated	False	0.042	0.034	0.034	0.037	0.037	0.029	0.032	0.032	0.036	0.036	0.027	0.018	0.018	0.021	0.022	0.013	0.022	0.022	0.026	0.026	0.017	0.033	0.033	0.037	0.037	0.028	0.018	0.035	0.025	0.028	0.028	0.02	0.029	0.045	0.036	0.039	0.039	0.031	0.026	0.042	0.012	0.028	0.016	0.032	0.027	0.043
CPI-SC0725152DF	BMP5_Q04771_P27037	simple:P22003	complex:Q04771_P27037	BMP5		False	False	False	user_curated	False	0.027	0.22	0.22	0.223	0.223	0.215	0.039	0.039	0.042	0.042	0.034	0.101	0.101	0.104	0.104	0.096	0.03	0.03	0.033	0.033	0.025	0.025	0.025	0.028	0.028	0.02	0.019	0.035	0.025	0.028	0.029	0.02	0.012	0.028	0.019	0.022	0.022	0.013	0.032	0.048	0.094	0.111	0.023	0.039	0.018	0.034
CPI-SC08530770D	BMP6_Q04771_P27037	simple:P22004	complex:Q04771_P27037	BMP6		False	False	False	user_curated	False	0.02	0.0	0.0	0.0	0.0	0.0	0.017	0.017	0.02	0.02	0.012	0.017	0.017	0.02	0.02	0.012	0.017	0.017	0.021	0.021	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.025	0.015	0.019	0.019	0.01	0.011	0.027	0.01	0.027	0.011	0.027	0.0	0.0
CPI-SC0165E8AB7	BMP8B_Q04771_P27037	simple:P34820	complex:Q04771_P27037	BMP8B		False	False	False	user_curated	False	0.03	0.018	0.018	0.022	0.022	0.013	0.018	0.018	0.021	0.021	0.013	0.019	0.019	0.023	0.023	0.014	0.0	0.0	0.0	0.0	0.0	0.018	0.018	0.021	0.021	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.072	0.062	0.066	0.066	0.057	0.011	0.028	0.013	0.029	0.0	0.0	0.011	0.028
CPI-SC083EB500B	BMP7_Q04771_Q13705	simple:P18075	complex:Q04771_Q13705	BMP7		False	False	False	user_curated	False	0.042	0.043	0.032	0.044	0.048	0.029	0.041	0.03	0.042	0.046	0.027	0.027	0.016	0.028	0.032	0.013	0.031	0.02	0.032	0.036	0.017	0.042	0.031	0.043	0.047	0.028	0.015	0.035	0.023	0.035	0.039	0.02	0.025	0.045	0.034	0.045	0.05	0.031	0.022	0.042	0.008	0.028	0.012	0.032	0.023	0.043
CPI-SC0E6B2B64E	BMP5_Q04771_Q13705	simple:P22003	complex:Q04771_Q13705	BMP5		False	False	False	user_curated	False	0.027	0.229	0.218	0.23	0.234	0.215	0.047	0.037	0.049	0.053	0.034	0.109	0.099	0.111	0.115	0.096	0.038	0.028	0.039	0.044	0.025	0.033	0.023	0.035	0.039	0.02	0.015	0.035	0.023	0.035	0.039	0.02	0.008	0.028	0.016	0.028	0.033	0.013	0.028	0.048	0.09	0.111	0.019	0.039	0.014	0.034
CPI-SC09085997B	BMP6_Q04771_Q13705	simple:P22004	complex:Q04771_Q13705	BMP6		False	False	False	user_curated	False	0.02	0.0	0.0	0.0	0.0	0.0	0.026	0.015	0.027	0.031	0.012	0.026	0.015	0.027	0.031	0.012	0.026	0.015	0.027	0.032	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.025	0.013	0.025	0.03	0.01	0.007	0.027	0.007	0.027	0.007	0.027	0.0	0.0
CPI-SC033623B7C	BMP8B_Q04771_Q13705	simple:P34820	complex:Q04771_Q13705	BMP8B		False	False	False	user_curated	False	0.03	0.027	0.016	0.028	0.032	0.013	0.026	0.016	0.028	0.032	0.013	0.028	0.017	0.029	0.034	0.014	0.0	0.0	0.0	0.0	0.0	0.027	0.016	0.028	0.032	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.072	0.06	0.072	0.077	0.057	0.007	0.028	0.009	0.029	0.0	0.0	0.008	0.028
CPI-SC0AB3D5AC9	BMP7_Q04771_Q13873	simple:P18075	complex:Q04771_Q13873	BMP7		False	False	False	user_curated	False	0.042	0.091	0.06	0.055	0.048	0.029	0.089	0.058	0.054	0.046	0.027	0.075	0.044	0.039	0.032	0.013	0.079	0.048	0.044	0.036	0.017	0.09	0.059	0.054	0.047	0.028	0.069	0.035	0.051	0.046	0.039	0.02	0.08	0.045	0.061	0.057	0.05	0.031	0.077	0.042	0.062	0.028	0.067	0.032	0.077	0.043
CPI-SC0488382C7	BMP5_Q04771_Q13873	simple:P22003	complex:Q04771_Q13873	BMP5		False	False	False	user_curated	False	0.027	0.277	0.246	0.241	0.234	0.215	0.095	0.064	0.06	0.053	0.034	0.157	0.126	0.122	0.115	0.096	0.086	0.055	0.051	0.044	0.025	0.081	0.05	0.046	0.039	0.02	0.069	0.035	0.051	0.046	0.039	0.02	0.063	0.028	0.044	0.04	0.033	0.013	0.083	0.048	0.145	0.111	0.074	0.039	0.069	0.034
CPI-SC0D18384F3	BMP6_Q04771_Q13873	simple:P22004	complex:Q04771_Q13873	BMP6		False	False	False	user_curated	False	0.02	0.0	0.0	0.0	0.0	0.0	0.074	0.043	0.038	0.031	0.012	0.074	0.043	0.038	0.031	0.012	0.074	0.043	0.039	0.032	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.025	0.041	0.037	0.03	0.01	0.061	0.027	0.061	0.027	0.062	0.027	0.0	0.0
CPI-SC0CC5A410F	BMP8B_Q04771_Q13873	simple:P34820	complex:Q04771_Q13873	BMP8B		False	False	False	user_curated	False	0.03	0.075	0.044	0.039	0.032	0.013	0.074	0.043	0.039	0.032	0.013	0.076	0.045	0.041	0.034	0.014	0.0	0.0	0.0	0.0	0.0	0.075	0.044	0.039	0.032	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.072	0.088	0.084	0.077	0.057	0.062	0.028	0.064	0.029	0.0	0.0	0.062	0.028
CPI-SS0F361D98E	WNT11_FZD9	simple:O96014	simple:O00144	WNT11	FZD9	False	False	False	user_curated	False	0.008	0.0	0.009	0.01	0.012	0.0	0.0	0.008	0.009	0.01	0.0	0.0	0.007	0.008	0.01	0.0	0.0	0.004	0.005	0.006	0.0	0.0	0.007	0.008	0.009	0.0	0.0	0.008	0.007	0.008	0.009	0.0	0.0	0.002	0.001	0.002	0.003	0.0	0.0	0.009	0.0	0.009	0.0	0.005	0.0	0.008
CPI-SS0C6C28D2F	WNT5A_FZD9	simple:P41221	simple:O00144	WNT5A	FZD9	False	False	False	user_curated	False	0.007	0.0	0.064	0.065	0.066	0.0	0.0	0.022	0.023	0.025	0.0	0.0	0.007	0.008	0.01	0.0	0.0	0.004	0.005	0.007	0.0	0.0	0.01	0.012	0.013	0.0	0.0	0.015	0.013	0.014	0.016	0.0	0.0	0.021	0.02	0.021	0.022	0.0	0.0	0.024	0.0	0.009	0.0	0.006	0.0	0.012
CPI-SS07E1666A5	WNT5B_FZD9	simple:Q9H1J7	simple:O00144	WNT5B	FZD9	False	False	False	user_curated	False	0.006	0.0	0.097	0.098	0.1	0.0	0.0	0.033	0.034	0.035	0.0	0.0	0.014	0.015	0.016	0.0	0.0	0.006	0.007	0.008	0.0	0.0	0.008	0.009	0.01	0.0	0.0	0.032	0.031	0.032	0.033	0.0	0.0	0.021	0.02	0.021	0.022	0.0	0.0	0.034	0.0	0.015	0.0	0.007	0.0	0.009
CPI-SS070BA2CC2	WNT11_FZD6	simple:O96014	simple:O60353	WNT11	FZD6	False	False	False	user_curated	False	0.015	0.011	0.012	0.0	0.09	0.0	0.01	0.01	0.0	0.088	0.0	0.009	0.01	0.0	0.088	0.0	0.005	0.006	0.0	0.084	0.0	0.008	0.009	0.0	0.087	0.0	0.017	0.008	0.009	0.0	0.087	0.0	0.011	0.002	0.003	0.0	0.081	0.0	0.018	0.009	0.017	0.008	0.014	0.005	0.017	0.008
CPI-SS06C087B42	WNT5A_FZD6	simple:P41221	simple:O60353	WNT5A	FZD6	False	False	False	user_curated	False	0.014	0.065	0.066	0.0	0.144	0.0	0.024	0.025	0.0	0.103	0.0	0.009	0.01	0.0	0.088	0.0	0.006	0.007	0.0	0.085	0.0	0.012	0.013	0.0	0.091	0.0	0.023	0.014	0.016	0.0	0.094	0.0	0.03	0.021	0.022	0.0	0.1	0.0	0.032	0.023	0.017	0.008	0.014	0.005	0.02	0.011
CPI-SS0D53C1FD0	WNT5B_FZD6	simple:Q9H1J7	simple:O60353	WNT5B	FZD6	False	False	False	user_curated	False	0.014	0.099	0.1	0.0	0.178	0.0	0.035	0.036	0.0	0.114	0.0	0.016	0.017	0.0	0.095	0.0	0.007	0.008	0.0	0.086	0.0	0.01	0.01	0.0	0.088	0.0	0.041	0.032	0.033	0.0	0.111	0.0	0.03	0.021	0.022	0.0	0.1	0.0	0.043	0.034	0.024	0.015	0.016	0.007	0.018	0.009
CPI-SS02C1CD5FD	WNT11_FZD7	simple:O96014	simple:O75084	WNT11	FZD7	False	False	False	user_curated	False	0.039	0.086	0.101	0.074	0.023	0.016	0.085	0.1	0.073	0.022	0.015	0.084	0.099	0.072	0.021	0.014	0.081	0.096	0.068	0.018	0.011	0.084	0.099	0.072	0.021	0.014	0.14	0.057	0.099	0.071	0.02	0.014	0.134	0.051	0.093	0.065	0.015	0.008	0.141	0.058	0.141	0.058	0.137	0.054	0.14	0.057
